freq_hz,delta_db_raw,delta_db_smooth
6.304687500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.310546875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.316406250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.322265625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.328125000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.333984375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.339843750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.345703125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.351562500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.357421875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.363281250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.369140625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.375000000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.380859375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.386718750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.392578125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.398437500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.404296875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.410156250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.416015625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.421875000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.427734375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.433593750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.439453125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.445312500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.451171875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.457031250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.462890625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.468750000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.474609375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.480468750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.486328125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.492187500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.498046875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.503906250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.509765625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.515625000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.521484375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.527343750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.533203125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.539062500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.544921875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.550781250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.556640625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.562500000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.568359375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.574218750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.580078125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.585937500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.591796875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.597656250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.603515625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.609375000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.615234375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.621093750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.626953125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.632812500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.638671875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.644531250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.650390625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.656250000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.662109375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.667968750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.673828125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.679687500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.685546875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.691406250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.697265625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.703125000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.708984375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.714843750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.720703125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.726562500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.732421875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.738281250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.744140625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.750000000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.755859375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.761718750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.767578125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.773437500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.779296875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.785156250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.791015625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.796875000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.802734375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.808593750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.814453125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.820312500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.826171875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.832031250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.837890625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.843750000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.849609375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.855468750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.861328125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.867187500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.873046875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.878906250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.884765625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.890625000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.896484375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.902343750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.908203125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.914062500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.919921875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.925781250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.931640625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.937500000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.943359375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.949218750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.955078125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.960937500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.966796875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.972656250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.978515625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.984375000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.990234375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
6.996093750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.001953125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.007812500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.013671875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.019531250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.025390625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.031250000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.037109375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.042968750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.048828125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.054687500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.060546875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.066406250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.072265625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.078125000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.083984375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.089843750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.095703125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.101562500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.107421875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.113281250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.119140625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.125000000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.130859375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.136718750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.142578125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.148437500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.154296875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.160156250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.166015625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.171875000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.177734375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.183593750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.189453125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.195312500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.201171875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.207031250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.212890625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.218750000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.224609375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.230468750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.236328125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.242187500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.248046875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.253906250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.259765625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.265625000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.271484375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.277343750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.283203125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.289062500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.294921875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.300781250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.306640625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.312500000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.318359375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.324218750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.330078125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.335937500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.341796875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.347656250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.353515625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.359375000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.365234375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.371093750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.376953125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.382812500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.388671875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.394531250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.400390625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.406250000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.412109375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.417968750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.423828125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.429687500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.435546875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.441406250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.447265625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.453125000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.458984375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.464843750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.470703125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.476562500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.482421875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.488281250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.494140625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.500000000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.505859375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.511718750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.517578125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.523437500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.529296875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.535156250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.541015625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.546875000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.552734375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.558593750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.564453125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.570312500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.576171875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.582031250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.587890625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.593750000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.599609375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.605468750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.611328125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.617187500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.623046875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.628906250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.634765625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.640625000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.646484375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.652343750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.658203125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.664062500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.669921875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.675781250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.681640625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.687500000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.693359375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.699218750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.705078125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.710937500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.716796875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.722656250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.728515625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.734375000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.740234375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.746093750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.751953125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.757812500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.763671875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.769531250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.775390625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.781250000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.787109375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.792968750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.798828125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.804687500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.810546875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.816406250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.822265625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.828125000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.833984375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.839843750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.845703125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.851562500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.857421875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.863281250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.869140625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.875000000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.880859375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.886718750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.892578125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.898437500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.904296875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.910156250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.916015625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.921875000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.927734375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.933593750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.939453125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.945312500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.951171875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.957031250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.962890625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.968750000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.974609375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.980468750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.986328125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.992187500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
7.998046875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.003906250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.009765625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.015625000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.021484375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.027343750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.033203125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.039062500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.044921875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.050781250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.056640625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.062500000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.068359375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.074218750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.080078125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.085937500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.091796875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.097656250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.103515625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.109375000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.115234375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.121093750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.126953125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.132812500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.138671875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.144531250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.150390625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.156250000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.162109375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.167968750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.173828125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.179687500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.185546875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.191406250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.197265625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.203125000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.208984375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.214843750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.220703125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.226562500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.232421875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.238281250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.244140625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.250000000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.255859375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.261718750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.267578125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.273437500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.279296875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.285156250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.291015625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.296875000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.302734375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.308593750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.314453125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.320312500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.326171875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.332031250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.337890625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.343750000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.349609375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.355468750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.361328125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.367187500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.373046875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.378906250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.384765625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.390625000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.396484375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.402343750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.408203125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.414062500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.419921875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.425781250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.431640625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.437500000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.443359375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.449218750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.455078125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.460937500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.466796875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.472656250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.478515625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.484375000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.490234375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.496093750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.501953125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.507812500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.513671875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.519531250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.525390625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.531250000000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.537109375000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.542968750000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.548828125000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.554687500000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.560546875000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.566406250000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
8.572265625000000000e+03,1.200000000000000000e+01,1.200000000000000000e+01
