frame_idx,time_sec,level_dbfs,state
491,20.906666666666666,-28.76630401611328,C1
492,20.949333333333332,-31.07822608947754,C1
493,20.992,-32.077720642089844,C1
494,21.034666666666666,-33.46656799316406,C1
495,21.077333333333332,-34.46984100341797,C1
496,21.12,-35.31788635253906,C1
497,21.162666666666667,-36.7225341796875,C1
498,21.205333333333332,-38.01413345336914,C1
499,21.248,-36.46891784667969,C1
500,21.290666666666667,-30.8504638671875,C1
501,21.333333333333332,-27.967544555664062,C1
502,21.376,-28.40859603881836,C1
503,21.418666666666667,-28.189395904541016,C1
504,21.461333333333332,-28.34282875061035,C1
505,21.504,-30.418861389160156,C1
506,21.546666666666667,-30.625919342041016,C1
507,21.589333333333332,-30.267349243164062,C1
508,21.632,-30.804962158203125,C1
509,21.674666666666667,-30.961246490478516,C1
510,21.717333333333332,-28.892061233520508,C1
511,21.76,-27.967761993408203,C1
512,21.802666666666667,-27.447101593017578,C1
513,21.845333333333333,-27.117267608642578,C1
514,21.888,-27.662242889404297,C1
515,21.930666666666667,-28.475980758666992,C1
516,21.973333333333333,-28.8377685546875,C1
517,22.016,-29.237762451171875,C1
518,22.058666666666667,-29.689651489257812,C1
519,22.101333333333333,-30.11188507080078,C1
520,22.144,-30.4564266204834,C1
521,22.186666666666667,-31.102401733398438,C1
522,22.229333333333333,-32.043479919433594,C1
523,22.272,-31.89537811279297,C1
524,22.314666666666668,-30.78547477722168,C1
525,22.357333333333333,-30.46959114074707,C1
526,22.4,-31.953857421875,C1
527,22.442666666666668,-33.73492431640625,C1
528,22.485333333333333,-31.167606353759766,C1
529,22.528,-27.46344757080078,C1
530,22.570666666666668,-24.87652015686035,C1
531,22.613333333333333,-25.144378662109375,C1
532,22.656,-28.034936904907227,C1
533,22.698666666666668,-29.731252670288086,C1
534,22.741333333333333,-30.355432510375977,C1
535,22.784,-31.768014907836914,C1
536,22.826666666666668,-33.67730712890625,C1
537,22.869333333333334,-33.817291259765625,C1
538,22.912,-27.216495513916016,C1
539,22.954666666666668,-22.928279876708984,C1
540,22.997333333333334,-22.71572494506836,C2
541,23.04,-26.352306365966797,C1
542,23.082666666666668,-31.5128116607666,C1
543,23.125333333333334,-31.411970138549805,C1
544,23.168,-31.31310272216797,C1
545,23.21066666666667,-32.63248062133789,C1
546,23.253333333333334,-33.998130798339844,C1
547,23.296,-33.146827697753906,C1
548,23.338666666666665,-28.61075210571289,C1
549,23.381333333333334,-25.992250442504883,C1
550,23.424,-24.8159236907959,C1
551,23.466666666666665,-24.460716247558594,C1
552,23.509333333333334,-24.788082122802734,C1
553,23.552,-25.280933380126953,C1
554,23.594666666666665,-26.59018325805664,C1
555,23.637333333333334,-28.51392936706543,C1
556,23.68,-30.15665054321289,C1
557,23.722666666666665,-29.888427734375,C1
558,23.765333333333334,-28.398540496826172,C1
559,23.808,-28.606555938720703,C1
560,23.850666666666665,-29.399023056030273,C1
561,23.893333333333334,-29.29477882385254,C1
562,23.936,-29.420997619628906,C1
563,23.978666666666665,-29.392047882080078,C1
564,24.021333333333335,-28.858949661254883,C1
565,24.064,-28.419376373291016,C1
566,24.106666666666666,-28.977310180664062,C1
567,24.149333333333335,-30.144041061401367,C1
568,24.192,-30.44066619873047,C1
569,24.234666666666666,-30.225738525390625,C1
570,24.277333333333335,-30.602493286132812,C1
571,24.32,-31.797290802001953,C1
572,24.362666666666666,-32.356441497802734,C1
573,24.405333333333335,-32.81703186035156,C1
574,24.448,-33.6213493347168,C1
575,24.490666666666666,-33.76927185058594,C1
576,24.533333333333335,-29.92450714111328,C1
577,24.576,-27.740602493286133,C1
578,24.618666666666666,-26.315673828125,C1
579,24.661333333333335,-25.081741333007812,C1
580,24.704,-26.553348541259766,C1
581,24.746666666666666,-30.001476287841797,C1
582,24.78933333333333,-30.08625030517578,C1
583,24.832,-29.935165405273438,C1
584,24.874666666666666,-30.6021728515625,C1
585,24.917333333333332,-29.985525131225586,C1
586,24.96,-27.231830596923828,C1
587,25.002666666666666,-24.816043853759766,C1
588,25.045333333333332,-24.208377838134766,C1
589,25.088,-24.032794952392578,C1
590,25.130666666666666,-24.10224723815918,C1
591,25.173333333333332,-24.761558532714844,C1
592,25.216,-25.405529022216797,C1
593,25.258666666666667,-25.792171478271484,C1
594,25.301333333333332,-26.30931854248047,C1
595,25.344,-26.45233917236328,C1
596,25.386666666666667,-25.90066909790039,C1
597,25.429333333333332,-26.979232788085938,C1
598,25.472,-28.8823299407959,C1
599,25.514666666666667,-30.01763916015625,C1
600,25.557333333333332,-30.126466751098633,C1
601,25.6,-30.338773727416992,C1
602,25.642666666666667,-32.176109313964844,C1
603,25.685333333333332,-33.21302032470703,C1
604,25.728,-28.45433807373047,C1
605,25.770666666666667,-21.075361251831055,C2
606,25.813333333333333,-16.9440860748291,C2
607,25.856,-15.150054931640625,C2
608,25.898666666666667,-15.169062614440918,C2
609,25.941333333333333,-16.908061981201172,C2
610,25.984,-19.715255737304688,C2
611,26.026666666666667,-21.735315322875977,C2
612,26.069333333333333,-22.477853775024414,C2
613,26.112,-23.85165023803711,C2
614,26.154666666666667,-24.179706573486328,C2
615,26.197333333333333,-21.246118545532227,C2
616,26.24,-19.060022354125977,C2
617,26.282666666666668,-18.48248291015625,C2
618,26.325333333333333,-20.045316696166992,C2
619,26.368,-23.31793975830078,C2
620,26.410666666666668,-24.863683700561523,C2
621,26.453333333333333,-25.484657287597656,C2
622,26.496,-26.8232421875,C1
623,26.538666666666668,-28.015907287597656,C1
624,26.581333333333333,-25.366920471191406,C1
625,26.624,-21.16842269897461,C2
626,26.666666666666668,-18.43532943725586,C2
627,26.709333333333333,-16.70415687561035,C2
628,26.752,-16.071435928344727,C2
629,26.794666666666668,-16.212841033935547,C2
630,26.837333333333333,-16.771102905273438,C2
631,26.88,-18.180850982666016,C2
632,26.922666666666668,-20.566186904907227,C2
633,26.965333333333334,-22.300846099853516,C2
634,27.008,-21.014083862304688,C2
635,27.050666666666668,-20.21851348876953,C2
636,27.093333333333334,-20.726123809814453,C2
637,27.136,-21.73661231994629,C2
638,27.17866666666667,-23.461746215820312,C2
639,27.221333333333334,-24.568422317504883,C2
640,27.264,-23.977182388305664,C2
641,27.30666666666667,-23.379600524902344,C2
642,27.349333333333334,-23.326156616210938,C2
643,27.392,-21.95763397216797,C2
644,27.434666666666665,-20.509521484375,C2
645,27.477333333333334,-19.825048446655273,C2
646,27.52,-19.345109939575195,C2
647,27.562666666666665,-19.011747360229492,C2
648,27.605333333333334,-19.022926330566406,C2
649,27.648,-20.26899528503418,C2
650,27.690666666666665,-23.021652221679688,C2
651,27.733333333333334,-25.769681930541992,C2
652,27.776,-24.627609252929688,C2
653,27.818666666666665,-21.96039390563965,C2
654,27.861333333333334,-20.150096893310547,C2
655,27.904,-19.680635452270508,C2
656,27.946666666666665,-20.179950714111328,C2
657,27.989333333333335,-21.073625564575195,C2
658,28.032,-22.854660034179688,C2
659,28.074666666666666,-25.007953643798828,C2
660,28.117333333333335,-25.572023391723633,C2
661,28.16,-23.544158935546875,C2
662,28.202666666666666,-19.491031646728516,C2
663,28.245333333333335,-17.117258071899414,C2
664,28.288,-16.1611328125,C2
665,28.330666666666666,-16.171836853027344,C2
666,28.373333333333335,-16.902563095092773,C2
667,28.416,-17.58133316040039,C2
668,28.458666666666666,-18.67129898071289,C2
669,28.501333333333335,-20.19416046142578,C2
670,28.544,-21.386411666870117,C2
671,28.586666666666666,-20.26789665222168,C2
672,28.629333333333335,-17.20384407043457,C2
673,28.672,-16.595306396484375,C2
